Nature mutation;Valeur fonciere;Code postal;Commune;Type local;Surface reelle bati;Nombre pieces principales;Surface terrain
Vente;259000;1400;SAINT-GEORGES-SUR-RENOM;Maison;99;5;1826
Vente;259000;1400;SAINT-GEORGES-SUR-RENOM;Maison;99;5;600
Vente;250000;1500;AMBERIEU-EN-BUGEY;Maison;81;3;737
Vente;320000;1800;MEXIMIEUX;Maison;75;4;624
Vente;449000;1710;THOIRY;Maison;107;6;593
Vente;235000;1380;SAINT-ANDRE-DE-BAGE;Maison;88;4;533
Vente;160000;1510;ARTEMARE;Appartement;30;1;301
Vente;160000;1510;ARTEMARE;Appartement;104;4;301
Vente;176000;1510;ARMIX;Maison;126;5;391
Vente;230000;1350;LAVOURS;Maison;120;4;85
Vente;100000;1260;VALROMEY-SUR-SERAN;Maison;103;4;433
Vente;5000;1260;VALROMEY-SUR-SERAN;Maison;110;5;269
Vente;310000;1300;CHAZEY-BONS;Maison;107;5;846
Vente;310000;1300;CHAZEY-BONS;Maison;107;5;568
Vente;310680;1600;REYRIEUX;Maison;101;5;782
Vente;100000;1110;PLATEAU D'HAUTEVILLE;Appartement;270;8;804
Vente;339180;1120;DAGNEUX;Maison;100;5;750
Vente;430500;1120;MONTLUEL;Maison;123;5;500
Vente;450000;1800;FARAMANS;Maison;143;5;1000
Vente;454300;1390;SAINT-ANDRE-DE-CORCY;Maison;135;6;601
Vente;410000;1390;SAINT-ANDRE-DE-CORCY;Maison;119;5;167
Vente;785000;1630;ST-JEAN-DE-GONVILLE;Maison;197;7;1000
Vente;785000;1630;ST-JEAN-DE-GONVILLE;Maison;197;7;413
Vente;20000;1580;IZERNORE;Maison;40;2;41
Vente;1900000;1630;ST-GENIS-POUILLY;Maison;15;1;12906
Vente;1900000;1630;ST-GENIS-POUILLY;Maison;15;1;1725
Vente;1000000;1170;GEX;Appartement;100;4;282
Vente;1000000;1170;GEX;Maison;95;3;282
Vente;1000000;1170;GEX;Appartement;80;4;282
Vente;398000;1630;CHALLEX;Maison;108;5;349
Vente;233000;1260;VALROMEY-SUR-SERAN;Maison;140;5;95
Vente;205000;1500;AMBERIEU-EN-BUGEY;Maison;65;2;135
Vente;270000;1800;MEXIMIEUX;Maison;90;4;229
Vente;92425;1100;OYONNAX;Maison;86;3;756
Vente;375000;1660;VANDEINS;Maison;129;6;358
Vente;375000;1660;VANDEINS;Maison;129;6;700
Vente;361150;1390;CIVRIEUX;Maison;110;4;170
Vente;235200;1500;AMBRONAY;Maison;100;5;672
Vente;152125;1120;LA BOISSE;Maison;60;4;945
Vente;258050;1140;THOISSEY;Appartement;135;4;55
Vente;100000;1000;BOURG-EN-BRESSE;Appartement;55;2;418
Vente;92000;1600;MASSIEUX;Maison;65;3;424
Vente;225400;1250;DROM;Maison;100;4;170
Vente;303000;1240;MARLIEUX;Maison;103;5;640
Vente;368000;1130;LE POIZAT-LALLEYRIAT;Maison;141;5;700
Vente;280000;1400;CHATILLON-SUR-CHALARONNE;Maison;112;5;45
Vente;358200;1320;VILLETTE-SUR-AIN;Maison;120;5;1000
Vente;265000;1450;LEYSSARD;Maison;100;4;129
Vente;199000;1600;TREVOUX;Appartement;61;3;42
Vente;172000;1110;BRENOD;Maison;103;4;1145
Vente;1155000;1170;GEX;Appartement;130;4;515
Vente;1155000;1170;GEX;Appartement;30;1;515
Vente;1155000;1170;GEX;Appartement;39;2;515
Vente;1155000;1170;GEX;Appartement;12;1;515
Vente;1155000;1170;GEX;Appartement;15;1;515
Vente;1155000;1170;GEX;Appartement;18;1;515
Vente;1155000;1170;GEX;Appartement;20;1;515
Vente;1155000;1170;GEX;Appartement;25;1;515
Vente;1155000;1170;GEX;Appartement;13;1;515
Vente;1155000;1170;GEX;Appartement;49;3;515
Vente;385000;1300;BRENS;Maison;104;3;1315
Vente;370500;1430;ST-MARTIN-DU-FRESNE;Maison;185;5;4985
Vente;370500;1430;ST-MARTIN-DU-FRESNE;Maison;185;5;4625
Vente;86000;1230;TENAY;Maison;96;3;186
Vente;270800;1580;SAMOGNAT;Maison;97;4;701
Vente;268000;1540;VONNAS;Maison;107;5;902
Vente;125000;1400;CHATILLON-SUR-CHALARONNE;Maison;74;3;348
Vente;193500;1310;POLLIAT;Maison;73;3;533
Vente;550000;1550;COLLONGES;Maison;215;8;836
Vente;205000;1100;OYONNAX;Maison;60;3;161
Vente;105000;1090;MONTCEAUX;Maison;89;4;800
Vente;105000;1090;MONTCEAUX;Maison;89;4;2696
Vente;218000;1400;SULIGNAT;Maison;70;3;980
Vente;115000;1370;VAL-REVERMONT;Maison;74;4;203
Vente;160000;1370;MEILLONNAS;Maison;97;4;1182
Vente;160000;1370;MEILLONNAS;Maison;50;2;1182
Vente;110000;1310;CONFRANCON;Maison;88;2;3042
Vente;884000;1280;PREVESSIN-MOENS;Maison;151;6;575
Vente;280000;1300;ANDERT-CONDON;Maison;113;5;964
Vente;134000;1510;ARTEMARE;Maison;104;3;295
Vente;615000;1170;CESSY;Maison;91;3;1033
Vente;290000;1600;SAINT-DIDIER-DE-FORMANS;Maison;92;4;1131
Vente;492800;1220;DIVONNE-LES-BAINS;Appartement;190;4;287
Vente;492800;1220;DIVONNE-LES-BAINS;Appartement;90;3;287
Vente;206480;1500;SAINT-DENIS-EN-BUGEY;Maison;105;4;88
Vente;285000;1370;VAL-REVERMONT;Maison;123;4;776
Vente;299000;1150;LAGNIEU;Maison;107;4;662
Vente;276000;1500;AMBERIEU-EN-BUGEY;Maison;103;4;272
Vente;276000;1500;AMBERIEU-EN-BUGEY;Maison;111;5;272
Vente;193000;1290;CORMORANCHE-SUR-SAONE;Maison;120;3;912
Vente;299000;1390;SAINT-ANDRE-DE-CORCY;Maison;99;6;518
Vente;400000;1130;BELLEYDOUX;Maison;178;5;1778
Vente;330000;1000;BOURG-EN-BRESSE;Maison;112;5;887
Vente;345900;1340;ATTIGNAT;Maison;150;6;922
Vente;345900;1340;ATTIGNAT;Maison;150;6;1000
Vente;312800;1370;VAL-REVERMONT;Maison;167;7;1080
Vente;320000;1480;MESSIMY SUR SAONE;Maison;125;5;636
Vente;170000;1370;VAL-REVERMONT;Maison;83;5;952
Vente;227000;1100;OYONNAX;Maison;60;3;310
Vente;189700;1580;IZERNORE;Maison;71;3;265
Vente;200000;1100;OYONNAX;Maison;90;5;934
Vente;259000;1100;BELLIGNAT;Maison;118;6;360
Vente;160000;1300;BELLEY;Maison;102;5;503
Vente;729000;1210;FERNEY-VOLTAIRE;Maison;125;5;821
Vente;490000;1630;ST-GENIS-POUILLY;Maison;91;4;227
Vente;295770;1800;MEXIMIEUX;Maison;105;5;391
Vente;235000;1660;MEZERIAT;Maison;113;5;970
Vente;340000;1480;FAREINS;Maison;179;6;1547
Vente;340000;1480;FAREINS;Maison;179;6;500
Vente;50000;1370;COURMANGOUX;Maison;50;3;290
Vente;50000;1370;COURMANGOUX;Maison;50;3;11191
Vente;330000;1480;JASSANS-RIOTTIER;Maison;112;5;545
Vente;158000;1500;SAINT-MAURICE-DE-REMENS;Maison;60;3;53
Vente;248000;1580;SAMOGNAT;Maison;102;3;126
Vente;108000;1660;VANDEINS;Appartement;104;3;386
Vente;260000;1320;CHALAMONT;Maison;95;4;400
Vente;60000;1300;BELLEY;Maison;55;3;87
Vente;210000;1500;AMBERIEU-EN-BUGEY;Maison;80;2;239
Vente;245000;1250;SAINT-JUST;Maison;104;5;889
Vente;160000;1140;ST-ETIENNE-SUR-CHALARONNE;Maison;90;2;1499
Vente;95000;1450;LEYSSARD;Maison;184;6;88
Vente;590000;1170;CHEVRY;Maison;99;5;1000
Vente;390000;1120;LA BOISSE;Maison;117;4;722
Vente;788000;1630;ST-GENIS-POUILLY;Maison;100;3;1593
Vente;133300;1130;LES NEYROLLES;Maison;60;4;452
Vente;65000;1150;VILLEBOIS;Maison;30;2;36
Vente;364000;1700;BEYNOST;Maison;89;4;500
Vente;364000;1700;BEYNOST;Maison;89;4;661
Vente;365000;1550;FARGES;Maison;144;6;266
Vente;106666,67;1090;LURCY;Maison;191;9;630
Vente;110000;1800;MEXIMIEUX;Maison;108;4;474
Vente;92000;1370;VAL-REVERMONT;Maison;65;2;215
Vente;313950;1480;FRANS;Maison;104;5;312
Vente;170000;1960;PERONNAS;Maison;93;4;647
Vente;360000;1120;LA BOISSE;Maison;102;4;658
Vente;370000;1280;PREVESSIN-MOENS;Maison;100;3;192
Vente;280000;1250;SAINT-JUST;Maison;102;4;529
Vente;337000;1440;VIRIAT;Maison;132;7;837
Vente;240000;1150;LAGNIEU;Maison;82;4;639
Vente;235000;1230;TORCIEU;Maison;102;4;530
Vente;240000;1150;SAINT-VULBAS;Maison;84;4;190
Vente;240000;1150;SAINT-VULBAS;Maison;84;4;810
Vente;198000;1150;LAGNIEU;Maison;79;4;198
Vente;300000;1000;SAINT-DENIS-LES-BOURG;Maison;97;4;1002
Vente;280000;1510;CHAZEY-BONS;Maison;108;4;113
Vente;375000;1500;AMBERIEU-EN-BUGEY;Maison;132;5;366
Vente;185000;1600;REYRIEUX;Maison;55;2;562
Vente;159000;1370;COURMANGOUX;Maison;105;5;256
Vente;159000;1370;COURMANGOUX;Maison;105;5;468
Vente;159000;1370;COURMANGOUX;Maison;105;5;231
Vente;860000;1710;THOIRY;Maison;380;7;2044
Vente;337000;1310;POLLIAT;Maison;130;5;773
Vente;387000;1390;TRAMOYES;Maison;102;5;848
Vente;310000;1150;CHAZEY-SUR-AIN;Maison;117;3;134
Vente;350000;1150;LEYMENT;Maison;110;4;1033
Vente;339329;1130;ECHALLON;Maison;121;6;2145
Vente;215000;1150;LAGNIEU;Maison;90;4;194
Vente;182138;1700;MIRIBEL;Appartement;56;3;142
Vente;260000;1500;AMBERIEU-EN-BUGEY;Maison;93;4;307
Vente;267500;1700;BEYNOST;Maison;70;3;468
Vente;43000;1230;TENAY;Maison;77;1;51
Vente;240000;1500;AMBERIEU-EN-BUGEY;Maison;72;5;473
Vente;690000;1280;PREVESSIN-MOENS;Maison;150;5;487
Vente;690000;1280;PREVESSIN-MOENS;Maison;150;5;393
Vente;5700001;1200;VALSERHONE;Maison;120;4;1009
Vente;185000;1960;PERONNAS;Maison;74;4;693
Vente;185000;1960;PERONNAS;Maison;74;4;500
Vente;210000;1540;SAINT-JULIEN-SUR-VEYLE;Maison;100;4;875
Vente;240000;1660;MEZERIAT;Maison;97;4;1150
Vente;229400;1190;ST ETIENNE-SUR-REYSSOUZE;Maison;163;6;1250
Vente;310000;1440;VIRIAT;Maison;105;5;2040
Vente;100000;1000;BOURG-EN-BRESSE;Maison;68;3;470
Vente;750000;1710;THOIRY;Maison;156;7;1000
Vente;130000;1470;BENONCES;Maison;170;4;86
Echange;582000;1500;AMBERIEU-EN-BUGEY;Maison;232;7;1081
Echange;582000;1500;AMBERIEU-EN-BUGEY;Maison;232;7;1000
Vente;263702,94;1540;VONNAS;Maison;98;4;808
Vente;235000;1310;BUELLAS;Maison;97;4;1065
Vente;269000;1700;BEYNOST;Appartement;92;4;130
Vente;145000;1380;BAGE-DOMMARTIN;Maison;53;3;987
Vente;145000;1380;BAGE-DOMMARTIN;Maison;53;3;1026
Vente;575000;1250;BOHAS-MEYRIAT-RIGNAT;Maison;303;8;817
Vente;213000;1100;OYONNAX;Maison;78;4;73
Vente;213000;1100;OYONNAX;Maison;78;4;45
Vente;235000;1150;LEYMENT;Maison;105;4;896
Vente;420000;1170;GEX;Maison;95;3;73
Vente;190000;1000;SAINT-DENIS-LES-BOURG;Maison;100;5;660
Vente;74000;1640;JUJURIEUX;Maison;44;1;53
Vente;200000;1340;ATTIGNAT;Maison;116;7;1000
Vente;200000;1340;ATTIGNAT;Maison;116;7;723
Vente;212364,5;1660;MEZERIAT;Maison;82;4;1032
Vente;115000;1190;CHAVANNES-SUR-REYSSOUZE;Maison;91;5;342
Vente;261905;1330;VILLARS-LES-DOMBES;Maison;98;5;723
Vente;365000;1800;MEXIMIEUX;Maison;138;5;1025
Vente;216000;1310;POLLIAT;Maison;140;5;562
Vente;248000;1090;MONTMERLE-SUR-SAONE;Maison;99;6;850
Vente;322400;1990;CHANEINS;Maison;117;5;691
Vente;322400;1990;CHANEINS;Maison;117;5;500
Vente;163000;1480;FAREINS;Maison;135;5;993
Vente;90000;1700;MIRIBEL;Maison;106;5;197
Vente;83000;1570;MANZIAT;Maison;84;4;574
Vente;320000;1500;AMBERIEU-EN-BUGEY;Maison;100;5;575
Vente;530000;1170;CESSY;Maison;121;5;1123
Vente;661000;1390;TRAMOYES;Maison;138;4;500
Vente;661000;1390;TRAMOYES;Maison;138;4;1040
Vente;612600;1710;THOIRY;Maison;136;6;928
Vente;343000;1310;SAINT-REMY;Maison;135;4;1102
Vente;1320000;1220;DIVONNE-LES-BAINS;Maison;226;8;1000
Vente;1320000;1220;DIVONNE-LES-BAINS;Maison;226;8;590
Vente;314500;1100;OYONNAX;Maison;220;8;336
Vente;237000;1100;OYONNAX;Maison;92;3;232
Vente;675000;1210;ORNEX;Maison;107;4;504
Vente;675000;1210;ORNEX;Maison;107;4;727
Vente;80000;1450;PONCIN;Appartement;91;4;626
Vente;110000;1960;PERONNAS;Appartement;43;2;219
Vente;140000;1000;BOURG-EN-BRESSE;Maison;60;3;325
Vente;279000;1460;MONTREAL LA CLUSE;Maison;105;5;702
Vente;82000;1190;CHEVROUX;Maison;82;3;2794
Vente;249000;1540;VONNAS;Maison;104;4;744
Vente;255000;1000;BOURG-EN-BRESSE;Maison;133;6;600
Vente;325000;1320;CHALAMONT;Maison;147;7;50
Vente;440000;1120;THIL;Maison;103;5;1000
Vente;315500;1700;BEYNOST;Maison;90;4;640
Vente;376000;1390;TRAMOYES;Maison;130;6;825
Vente;116000;1240;SAINT-ANDRE-LE-BOUCHOUX;Maison;116;5;500
Vente;116000;1240;SAINT-ANDRE-LE-BOUCHOUX;Maison;116;5;550
Vente;396120;1600;REYRIEUX;Maison;105;5;712
Vente;396120;1600;REYRIEUX;Maison;105;5;500
Vente;275000;1300;BELLEY;Maison;116;5;1756
Vente;365000;1300;MASSIGNIEU-DE-RIVES;Maison;133;5;878
Vente;620000;1200;VALSERHONE;Maison;134;6;991
Vente;620000;1200;VALSERHONE;Maison;134;6;964
Vente;193000;1160;PRIAY;Maison;120;4;53
Vente;299000;1350;CULOZ-BEON;Maison;145;5;448
Vente;920000;1100;BELLIGNAT;Appartement;28;2;678
Vente;920000;1100;BELLIGNAT;Appartement;62;3;678
Vente;920000;1100;BELLIGNAT;Appartement;53;3;678
Vente;920000;1100;BELLIGNAT;Appartement;51;3;678
Vente;920000;1100;BELLIGNAT;Appartement;60;3;678
Vente;920000;1100;BELLIGNAT;Appartement;61;3;678
Vente;920000;1100;BELLIGNAT;Appartement;58;3;678
Vente;920000;1100;BELLIGNAT;Appartement;65;3;678
Vente;920000;1100;BELLIGNAT;Appartement;31;1;678
Vente;920000;1100;BELLIGNAT;Appartement;27;2;678
Vente;920000;1100;BELLIGNAT;Appartement;34;2;678
Vente;920000;1100;BELLIGNAT;Appartement;33;2;678
Vente;920000;1100;BELLIGNAT;Appartement;31;2;678
Vente;920000;1100;BELLIGNAT;Appartement;30;2;678
Vente;136560;1200;MONTANGES;Maison;150;6;1571
Vente;136560;1200;MONTANGES;Maison;150;6;2520
Vente;136560;1200;MONTANGES;Maison;150;6;15060
Vente;225000;1460;BEARD-GEOVREISSIAT;Maison;100;4;308
Vente;167000;1190;CHEVROUX;Maison;95;4;1006
Vente;480000;1120;THIL;Maison;136;9;597
Vente;185000;1330;BIRIEUX;Maison;101;4;310
Vente;200000;1750;REPLONGES;Maison;107;5;999
Vente;200000;1750;REPLONGES;Maison;107;5;1000
Vente;704262,5;1220;DIVONNE-LES-BAINS;Maison;100;4;433
Vente;641900;1220;DIVONNE-LES-BAINS;Maison;93;4;339
Vente;310200;1090;MONTMERLE-SUR-SAONE;Maison;101;5;949
Vente;262000;1290;GRIEGES;Maison;104;5;779
Vente;195000;1600;SAINTE-EUPHEMIE;Maison;72;3;340
Vente;188000;1000;SAINT-DENIS-LES-BOURG;Maison;79;5;620
Vente;228000;1460;NURIEUX-VOLOGNAT;Maison;135;6;920
Vente;210000;1000;BOURG-EN-BRESSE;Maison;72;3;600
Vente;200000;1960;PERONNAS;Maison;82;5;709
Vente;265000;1290;SAINT-ANDRE-D HUIRIAT;Maison;106;5;1467
Vente;265000;1290;SAINT-ANDRE-D HUIRIAT;Maison;106;5;416
Vente;79000;1300;PEYRIEU;Maison;90;3;96
Vente;215000;1660;MEZERIAT;Maison;179;8;500
Vente;215000;1660;MEZERIAT;Maison;179;8;884
Vente;371500;1190;BOZ;Maison;67;3;980
Vente;79000;1260;CHAMPAGNE-EN-VALROMEY;Maison;56;3;60
Vente;280000;1400;NEUVILLE-LES-DAMES;Appartement;36;2;351
Vente;280000;1400;NEUVILLE-LES-DAMES;Appartement;113;6;351
Vente;419000;1140;PEYZIEUX-SUR-SAONE;Maison;152;5;600
Vente;419000;1140;PEYZIEUX-SUR-SAONE;Maison;152;5;1522
Vente;440000;1480;FRANS;Maison;127;5;348
Vente;318000;1330;VILLARS-LES-DOMBES;Maison;103;5;710
Vente;240000;1510;VIRIEU-LE-GRAND;Maison;88;4;672
Vente;280000;1550;FARGES;Appartement;75;3;85
Vente;280000;1550;FARGES;Appartement;50;1;85
Vente;182000;1300;CONTREVOZ;Maison;120;7;367
Vente;160000;1110;PLATEAU D'HAUTEVILLE;Maison;48;2;370
Vente;160000;1110;PLATEAU D'HAUTEVILLE;Maison;104;5;333
Vente;100000;1120;SAINTE-CROIX;Maison;50;2;296
Vente;216566,56;1310;MONTRACOL;Maison;87;4;300
Vente;160000;1320;CHALAMONT;Maison;86;5;732
Vente;370000;1000;BOURG-EN-BRESSE;Appartement;24;1;120
Vente;370000;1000;BOURG-EN-BRESSE;Appartement;21;1;120
Vente;370000;1000;BOURG-EN-BRESSE;Appartement;73;3;120
Vente;235000;1000;SAINT-DENIS-LES-BOURG;Maison;108;5;535
Vente;194000;1370;SAINT-ETIENNE-DU-BOIS;Maison;94;5;964
Vente;550000;1170;CESSY;Maison;97;5;349
Vente;158500;1190;BOZ;Maison;116;4;654
Vente;412500;1170;GEX;Maison;112;4;94
Vente;955000;1170;ECHENEVEX;Maison;31;2;1830
Vente;164000;1560;LESCHEROUX;Maison;80;2;2185
Vente;170660;1640;JUJURIEUX;Maison;67;4;423
Vente;296000;1400;NEUVILLE-LES-DAMES;Maison;98;4;600
Vente;296000;1400;NEUVILLE-LES-DAMES;Maison;98;4;573
Vente;320000;1350;CULOZ-BEON;Appartement;65;3;845
Vente;320000;1350;CULOZ-BEON;Appartement;42;1;845
Vente;164500;1540;VONNAS;Maison;72;3;175
Vente;79000;1570;FEILLENS;Appartement;62;2;83
Vente;123000;1300;ARBOYS EN BUGEY;Maison;100;3;74
Vente;279000;1290;SAINT-ANDRE-D HUIRIAT;Maison;115;5;500
Vente;279000;1290;SAINT-ANDRE-D HUIRIAT;Maison;115;5;797
Vente;125000;1510;CHEIGNIEU-LA-BALME;Maison;50;2;100
Vente;335000;1800;MEXIMIEUX;Maison;140;7;313
Vente;205000;1390;SAINT-MARCEL-EN-DOMBES;Maison;72;4;305
Vente;150000;1000;BOURG-EN-BRESSE;Maison;120;2;168
Vente;750000;1800;SAINT-MAURICE-DE-GOURDANS;Appartement;85;3;85
Vente;750000;1800;SAINT-MAURICE-DE-GOURDANS;Appartement;26;1;545
Vente;750000;1800;SAINT-MAURICE-DE-GOURDANS;Appartement;18;1;545
Vente;750000;1800;SAINT-MAURICE-DE-GOURDANS;Appartement;20;1;545
Vente;660000;1800;RIGNIEUX-LE-FRANC;Maison;220;6;2480
Vente;360000;1000;SAINT-DENIS-LES-BOURG;Maison;125;5;1093
Vente;135000;1560;SAINT-JULIEN-SUR-REYSSOUZE;Maison;74;3;64
Vente;182000;1150;SAINT-SORLIN-EN-BUGEY;Maison;90;3;72
Vente;269000;1240;DOMPIERRE-SUR-VEYLE;Maison;97;4;524
Vente;754631;1710;THOIRY;Maison;146;4;720
Vente;205928,16;1000;SAINT-DENIS-LES-BOURG;Maison;85;4;153
Vente;60191;1090;MONTMERLE-SUR-SAONE;Maison;96;4;834
Vente;330000;1300;MASSIGNIEU-DE-RIVES;Maison;97;5;736
Vente;195000;1140;PEYZIEUX-SUR-SAONE;Maison;91;4;1000
Vente;745000;1220;GRILLY;Maison;160;6;1013
Vente;205000;1130;LES NEYROLLES;Maison;97;5;375
Vente;292000;1310;BUELLAS;Maison;92;4;890
Vente;292000;1310;BUELLAS;Maison;92;4;610
Vente;175000;1750;REPLONGES;Maison;70;5;706
Vente;80000;1380;SAINT-CYR-SUR-MENTHON;Appartement;55;3;221
Vente;237000;1240;DOMPIERRE-SUR-VEYLE;Maison;88;3;1033
Vente;190000;1380;BAGE-DOMMARTIN;Maison;91;5;520
Vente;125000;1260;VALROMEY-SUR-SERAN;Maison;64;2;100
Vente;125000;1260;VALROMEY-SUR-SERAN;Maison;76;4;100
Vente;550000;1600;PARCIEUX;Maison;99;4;570
Vente;550000;1600;PARCIEUX;Maison;99;4;500
Vente;290000;1800;CHARNOZ-SUR-AIN;Maison;90;4;769
Vente;290000;1800;CHARNOZ-SUR-AIN;Maison;90;4;500
Vente;205000;1340;MONTREVEL-EN-BRESSE;Maison;95;3;1468
Vente;240000;1300;BELLEY;Maison;103;5;1062
Vente;175000;1600;MASSIEUX;Maison;78;4;309
Vente;710000;1680;LHUIS;Maison;240;7;2005
Vente;200000;1350;CEYZERIEU;Maison;50;2;114
Vente;525000;1170;CESSY;Maison;64;3;1029
Vente;525000;1170;CESSY;Maison;64;3;731
Vente;757260;1280;PREVESSIN-MOENS;Maison;115;4;417
Vente;444040;1300;VIRIGNIN;Maison;136;5;724
Vente;397320;1140;MOGNENEINS;Maison;110;3;893
Vente;358070;1140;SAINT-DIDIER-SUR-CHALARONNE;Maison;159;5;886
Vente;480000;1500;AMBRONAY;Maison;220;9;4962
Vente;480000;1500;AMBRONAY;Maison;220;9;1000
Vente;89380;1150;VILLEBOIS;Maison;66;3;87
Vente;165000;1400;NEUVILLE-LES-DAMES;Maison;61;3;67
Vente;165000;1510;VIRIEU-LE-GRAND;Maison;98;3;320
Vente;1800;1560;VERNOUX;Maison;105;4;1204
Vente;1800;1560;VERNOUX;Maison;105;4;1000
Vente;100000;1300;BELLEY;Maison;40;2;38
Vente;220000;1851;MARBOZ;Maison;88;4;916
Vente;177300;1500;BETTANT;Maison;80;3;83
Vente;370000;1600;TREVOUX;Maison;82;4;1050
Vente;340000;1500;SAINT-DENIS-EN-BUGEY;Maison;113;4;1606
Vente;325000;1160;PRIAY;Maison;96;4;149
Vente;29000;1450;PONCIN;Maison;36;2;62
Vente;185000;1560;SAINT-NIZIER-LE-BOUCHOUX;Maison;124;4;650
Vente;290000;1200;VALSERHONE;Maison;110;4;880
Vente;130000;1500;BETTANT;Maison;83;4;60
Vente;328000;1160;SAINT-MARTIN-DU-MONT;Maison;198;5;227
Vente;328000;1160;SAINT-MARTIN-DU-MONT;Maison;84;3;227
Vente;160000;1000;BOURG-EN-BRESSE;Maison;75;5;413
Vente;160000;1000;BOURG-EN-BRESSE;Maison;75;5;631
Vente;199000;1300;BRENS;Maison;116;5;961
Vente;333750;1090;FRANCHELEINS;Maison;105;6;467
Vente;120000;1480;JASSANS-RIOTTIER;Maison;100;6;917
Vente;266270;1750;REPLONGES;Maison;141;4;801
Vente;725550;1210;ORNEX;Maison;135;5;871
Vente;180000;1300;CHAZEY-BONS;Maison;73;3;158
Vente;237000;1400;SANDRANS;Maison;63;2;500
Vente;237000;1400;SANDRANS;Maison;63;2;1400
Vente;200000;1370;VAL-REVERMONT;Maison;89;5;962
Vente;200000;1370;VAL-REVERMONT;Maison;89;5;1428
Vente;130000;1370;SAINT-ETIENNE-DU-BOIS;Maison;94;3;356
Vente;133000;1370;VAL-REVERMONT;Maison;82;3;537
Vente;324350;1600;TREVOUX;Maison;89;4;300
Vente;233500;1340;FOISSIAT;Maison;110;5;1806
Vente;220600;1090;MONTMERLE-SUR-SAONE;Maison;69;3;675
Vente;70000;1140;PEYZIEUX-SUR-SAONE;Maison;100;4;551
Vente;660000;1800;MEXIMIEUX;Appartement;40;1;444
Vente;660000;1800;MEXIMIEUX;Appartement;42;2;444
Vente;660000;1800;MEXIMIEUX;Appartement;56;2;444
Vente;660000;1800;MEXIMIEUX;Appartement;56;3;444
Vente;660000;1800;MEXIMIEUX;Appartement;120;5;444
Vente;90000;1160;PONT-D AIN;Maison;38;1;94
Vente;148000;1570;FEILLENS;Appartement;84;4;369
Vente;148000;1570;FEILLENS;Appartement;63;3;369
Vente;249000;1290;LAIZ;Maison;87;5;798
Vente;225000;1640;JUJURIEUX;Maison;122;6;780
Vente;225000;1640;JUJURIEUX;Maison;122;6;1115
Vente;675000;1170;CESSY;Maison;127;5;895
Vente;319300;1380;BAGE-DOMMARTIN;Maison;124;5;639
Vente;300000;1190;REYSSOUZE;Maison;150;4;636
Vente;139000;1380;SAINT-ANDRE-DE-BAGE;Maison;81;4;260
Vente;250650;1190;SAINT-BENIGNE;Maison;100;5;1008
Vente;180010;1340;MONTREVEL-EN-BRESSE;Appartement;110;4;263
Vente;291500;1480;VILLENEUVE;Maison;242;7;1655
Vente;620000;1210;FERNEY-VOLTAIRE;Appartement;63;2;249
Vente;620000;1210;FERNEY-VOLTAIRE;Appartement;33;1;249
Vente;270000;1800;MEXIMIEUX;Maison;82;4;272
Vente;185000;1800;MEXIMIEUX;Maison;101;5;109
Vente;1350000;1210;ORNEX;Appartement;159;6;247
Vente;1350000;1210;ORNEX;Appartement;24;1;1000
Vente;1350000;1210;ORNEX;Appartement;159;6;1000
Vente;1350000;1210;ORNEX;Appartement;24;1;247
Vente;416000;1170;CESSY;Maison;70;3;597
Vente;354940;1700;BEYNOST;Maison;90;4;230
Vente;175000;1340;MONTREVEL-EN-BRESSE;Appartement;40;1;398
Vente;175000;1340;MONTREVEL-EN-BRESSE;Appartement;52;1;398
Vente;175000;1340;MONTREVEL-EN-BRESSE;Appartement;64;2;398
Vente;949450;1220;DIVONNE-LES-BAINS;Maison;160;8;792
Vente;949450;1220;DIVONNE-LES-BAINS;Maison;160;8;495
Vente;480000;1200;LEAZ;Maison;68;5;581
Vente;302000;1400;CHATILLON-SUR-CHALARONNE;Maison;104;5;712
Vente;190000;1290;CORMORANCHE-SUR-SAONE;Maison;100;4;917
Vente;200000;1440;VIRIAT;Appartement;70;3;345
Vente;345000;1390;SAINT-ANDRE-DE-CORCY;Maison;65;4;828
Vente;257730;1140;THOISSEY;Maison;104;5;300
Vente;210000;1240;SAINT-PAUL-DE-VARAX;Maison;103;4;450
Vente;180000;1960;PERONNAS;Maison;98;4;733
Vente;180000;1960;PERONNAS;Maison;98;4;624
Vente;439000;1160;NEUVILLE-SUR-AIN;Maison;100;4;420
Vente;300000;1160;PONT-D AIN;Maison;80;4;669
Vente;24000;1230;SAINT-RAMBERT-EN-BUGEY;Maison;100;2;118
Vente;350000;1540;VONNAS;Maison;125;5;921
Vente;269000;1560;LESCHEROUX;Maison;105;4;3020
Vente;269000;1560;LESCHEROUX;Maison;180;6;3020
Vente;309000;1200;VALSERHONE;Maison;102;4;169
Vente;230000;1150;LEYMENT;Maison;102;4;930
Vente;300000;1500;AMBERIEU-EN-BUGEY;Maison;161;5;949
Vente;235000;1100;OYONNAX;Maison;94;4;963
Vente;400000;1700;BEYNOST;Maison;96;5;544
Vente;400000;1700;BEYNOST;Maison;96;5;812
Vente;470000;1700;BEYNOST;Maison;142;4;419
Vente;461000;1700;NEYRON;Maison;157;4;500
Vente;220000;1800;BOURG-SAINT-CHRISTOPHE;Maison;86;4;80
