Nature mutation;Valeur fonciere;Code postal;Commune;Type local;Surface reelle bati;Nombre pieces principales;Surface terrain
Vente;39600;18410;BRINON-SUR-SAULDRE;Maison;65;3;611
Vente;130000;18400;SAINT-CAPRAIS;Maison;104;5;1097
Vente;70588;18500;MEHUN-SUR-YEVRE;Maison;93;5;1032
Vente;155500;18000;BOURGES;Maison;115;6;377
Vente;225000;18000;BOURGES;Maison;140;7;974
Vente;6500;18170;REZAY;Maison;65;3;321
Vente;222000;18110;FUSSY;Maison;91;4;1004
Vente;47000;18400;SAINT-FLORENT-SUR-CHER;Maison;50;2;641
Vente;86000;18350;IGNOL;Maison;79;3;192
Vente;160000;18130;SAINT-DENIS DE PALIN;Maison;187;7;1010
Vente;359000;18000;BOURGES;Maison;130;3;1066
Vente;85000;18000;BOURGES;Maison;87;4;181
Vente;261250;18340;SAINT-JUST;Maison;117;4;654
Vente;261250;18340;SAINT-JUST;Maison;117;4;500
Vente;40000;18340;SAINT-GERMAIN-DES-BOIS;Maison;125;3;222
Vente;62000;18240;SAVIGNY-EN-SANCERRE;Maison;70;4;232
Vente;20000;18260;LE NOYER;Maison;236;6;292
Vente;110000;18600;SANCOINS;Appartement;60;2;125
Vente;110000;18600;SANCOINS;Appartement;44;2;125
Vente;110000;18600;SANCOINS;Appartement;41;2;125
Vente;115000;18240;LERE;Maison;101;4;1307
Vente;88000;18220;BRECY;Maison;108;3;530
Vente;15000;18190;CHATEAUNEUF-SUR-CHER;Maison;54;2;305
Vente;300000;18340;PLAIMPIED-GIVAUDINS;Maison;108;4;759
Vente;120000;18130;DUN SUR AURON;Maison;68;3;221
Vente;127000;18800;FARGES-EN-SEPTAINE;Maison;120;6;730
Vente;89500;18100;VIERZON;Maison;59;4;526
Vente;72000;18100;VIERZON;Maison;84;4;479
Vente;99000;18240;SANTRANGES;Maison;70;3;425
Vente;99000;18240;SANTRANGES;Maison;70;3;1234
Vente;16000;18130;DUN SUR AURON;Maison;50;2;128
Vente;132500;18390;SAINT-GERMAIN-DU-PUY;Maison;73;3;621
Vente;135000;18300;COUARGUES;Maison;95;3;128
Vente;74000;18100;VIERZON;Maison;64;3;313
Vente;74000;18100;VIERZON;Maison;64;3;1820
Vente;130000;18000;BOURGES;Maison;100;5;864
Vente;75000;18220;LES AIX D ANGILLON;Maison;69;4;540
Vente;76000;18100;THENIOUX;Maison;92;3;232
Vente;56000;18800;ETRECHY;Maison;72;3;361
Vente;155000;18120;MASSAY;Maison;157;5;1962
Vente;155000;18120;MASSAY;Maison;157;5;798
Vente;89250;18200;SAINT-AMAND-MONTROND;Maison;80;3;597
Vente;89250;18200;SAINT-AMAND-MONTROND;Maison;80;3;500
Vente;60000;18100;VIERZON;Maison;48;2;386
Vente;160000;18500;ALLOUIS;Maison;134;7;1010
Vente;113000;18500;MEHUN-SUR-YEVRE;Maison;110;4;178
Vente;20000;18270;CULAN;Maison;46;3;251
Vente;197325;18000;BOURGES;Maison;102;5;282
Vente;124000;18570;TROUY;Maison;73;4;704
Vente;68500;18400;LUNERY;Maison;60;4;383
Vente;249300;18100;VIERZON;Maison;206;8;192
Vente;303500;18100;VIERZON;Maison;131;6;913
Vente;303500;18100;VIERZON;Maison;131;6;774
Vente;127000;18160;LIGNIERES;Maison;110;4;1500
Vente;120000;18130;DUN SUR AURON;Maison;69;4;212
Vente;91324;18370;SAINT-SATURNIN;Maison;90;3;1177
Vente;165000;18290;CIVRAY;Maison;101;4;1840
Vente;165000;18290;CIVRAY;Maison;101;4;1000
Vente;210000;18120;MASSAY;Maison;200;5;3120
Vente;315000;18330;VOUZERON;Maison;305;1;3860
Vente;315000;18330;VOUZERON;Maison;305;1;1000
Vente;62000;18320;COURS-LES-BARRES;Maison;53;3;135
Vente;52000;18270;ST-CHRISTOPHE-LE-CHAUDRY;Maison;120;5;1264
Vente;124000;18100;THENIOUX;Maison;71;3;2743
Vente;124000;18100;THENIOUX;Maison;71;3;400
Vente;240000;18500;FOECY;Maison;152;5;836
Vente;240000;18500;FOECY;Maison;152;5;1847
Vente;240000;18500;FOECY;Maison;152;5;600
Vente;230000;18110;SAINT-MARTIN D AUXIGNY;Maison;123;5;800
Vente;230000;18110;SAINT-MARTIN D AUXIGNY;Maison;123;5;765
Vente;70000;18140;LUGNY-CHAMPAGNE;Maison;111;4;590
Vente;187000;18110;VASSELAY;Maison;120;4;330
Vente;187000;18110;VASSELAY;Maison;120;4;500
Vente;89000;18300;SANCERRE;Maison;71;4;87
Vente;105000;18600;SANCOINS;Maison;80;5;500
Vente;105000;18600;SANCOINS;Maison;80;5;1060
Vente;30000;18380;LA CHAPELLE D ANGILLON;Maison;38;2;47
Vente;192000;18260;JARS;Maison;200;7;950
Vente;113000;18360;VESDUN;Maison;44;1;372
Vente;68000;18000;BOURGES;Maison;65;4;304
Vente;98000;18340;SOYE-EN-SEPTAINE;Maison;64;4;750
Vente;250000;18110;FUSSY;Maison;130;5;1209
Vente;250000;18110;FUSSY;Maison;130;5;791
Vente;70000;18120;MEREAU;Maison;66;4;656
Vente;70000;18320;JOUET-SUR-L AUBOIS;Maison;54;3;311
Vente;70000;18320;JOUET-SUR-L AUBOIS;Maison;54;3;530
Vente;58000;18800;ETRECHY;Maison;70;4;765
Vente;63000;18100;VIERZON;Maison;73;3;408
Vente;60000;18220;LES AIX D ANGILLON;Maison;69;4;530
Vente;185000;18000;BOURGES;Maison;77;4;325
Vente;257000;18000;BOURGES;Maison;95;4;137
Vente;221000;18570;LA CHAPELLE SAINT URSIN;Maison;81;4;810
Vente;75000;18400;SAINT-FLORENT-SUR-CHER;Maison;70;4;405
Vente;245000;18340;SAINT-JUST;Maison;120;5;500
Vente;245000;18340;SAINT-JUST;Maison;120;5;584
Vente;81818;18200;SAINT-AMAND-MONTROND;Maison;68;4;934
Vente;91000;18310;DAMPIERRE-EN-GRACAY;Maison;78;3;674
Vente;91000;18310;DAMPIERRE-EN-GRACAY;Maison;78;3;1166
Vente;17000;18320;TORTERON;Maison;88;3;776
Vente;25000;18360;EPINEUIL-LE-FLEURIEL;Maison;49;2;598
Vente;67000;18270;CULAN;Maison;71;3;127
Vente;300000;18300;SANCERRE;Maison;190;7;682
Vente;60000;18400;PRIMELLES;Maison;69;3;730
Vente;20000;18300;VINON;Maison;65;3;710
Vente;20000;18300;VINON;Maison;65;3;40
Vente;92000;18700;AUBIGNY-SUR-NERE;Maison;69;3;480
Vente;72000;18250;LA CHAPELOTTE;Maison;43;2;768
Vente;109000;18140;CHARENTONNAY;Maison;81;2;774
Vente;400000;18000;BOURGES;Appartement;14;1;339
Vente;400000;18000;BOURGES;Appartement;73;4;339
Vente;400000;18000;BOURGES;Appartement;38;2;339
Vente;400000;18000;BOURGES;Appartement;12;1;339
Vente;400000;18000;BOURGES;Appartement;16;1;339
Vente;400000;18000;BOURGES;Appartement;47;3;339
Vente;400000;18000;BOURGES;Appartement;82;4;339
Vente;86010;18000;BOURGES;Maison;70;4;287
Vente;137811;18220;BRECY;Maison;88;4;313
Vente;73805,5;18200;ORVAL;Appartement;23;1;292
Vente;73805,5;18200;ORVAL;Appartement;24;1;292
Vente;73805,5;18200;ORVAL;Appartement;83;3;292
Vente;60000;18600;VEREAUX;Maison;100;4;655
Vente;117000;18340;PLAIMPIED-GIVAUDINS;Maison;61;3;395
Vente;130000;18340;VORLY;Maison;88;4;500
Vente;130000;18340;VORLY;Maison;88;4;903
Vente;15000;18370;SAINT-JEANVRIN;Maison;101;5;134
Vente;36000;18700;AUBIGNY-SUR-NERE;Maison;42;2;468
Vente;50000;18200;ORVAL;Maison;72;4;484
Vente;109330;18600;SAGONNE;Maison;152;5;870
Vente;27000;18350;OUROUER-LES-BOURDELINS;Maison;88;2;128
Vente;100000;18110;SAINT-MARTIN D AUXIGNY;Maison;77;3;515
Vente;100000;18110;SAINT-MARTIN D AUXIGNY;Maison;77;3;485
Vente;150000;18230;SAINT DOULCHARD;Maison;70;3;535
Vente;215200;18000;BOURGES;Maison;83;5;295
Vente;370400;18230;SAINT DOULCHARD;Maison;101;7;980
Vente;370400;18230;SAINT DOULCHARD;Maison;101;7;500
Vente;41000;18350;CORNUSSE;Maison;83;3;948
Vente;144000;18190;CHATEAUNEUF-SUR-CHER;Maison;94;3;900
Vente;144000;18190;CHATEAUNEUF-SUR-CHER;Maison;94;3;460
Vente;110580;18160;SAINT-HILAIRE-EN-LIGNIERES;Maison;85;3;1000
Vente;110580;18160;SAINT-HILAIRE-EN-LIGNIERES;Maison;85;3;388
Vente;109000;18190;CORQUOY;Maison;70;3;1177
Vente;384600;18000;BOURGES;Maison;110;4;206
Vente;260000;18240;BELLEVILLE-SUR-LOIRE;Maison;120;5;1756
Vente;260000;18240;BELLEVILLE-SUR-LOIRE;Maison;120;5;1186
Vente;140000;18120;LURY-SUR-ARNON;Maison;73;3;1010
Vente;100000;18220;RIANS;Maison;70;3;271
Vente;89900;18370;PREVERANGES;Maison;100;5;151
Vente;183000;18390;MOULINS-SUR-YEVRE;Maison;96;5;1124
Vente;152000;18110;SAINT-MARTIN D AUXIGNY;Maison;98;4;550
Vente;152000;18110;SAINT-MARTIN D AUXIGNY;Maison;98;4;1000
Vente;136000;18240;SAVIGNY-EN-SANCERRE;Maison;86;2;839
Vente;130000;18300;SANCERRE;Maison;47;2;522
Vente;130000;18300;SANCERRE;Maison;47;2;165
Vente;95000;18570;LA CHAPELLE SAINT URSIN;Maison;60;4;633
Vente;43000;18370;CHATEAUMEILLANT;Maison;57;2;675
Vente;128000;18800;FARGES-EN-SEPTAINE;Maison;88;4;599
Vente;128000;18800;FARGES-EN-SEPTAINE;Maison;88;4;500
Vente;150000;18300;THAUVENAY;Maison;24;1;10384
Vente;150000;18300;THAUVENAY;Maison;24;1;86
Vente;150000;18300;THAUVENAY;Maison;24;1;11460
Vente;116000;18110;SAINT-MARTIN D AUXIGNY;Maison;117;4;277
Vente;116000;18110;SAINT-MARTIN D AUXIGNY;Maison;117;4;473
Vente;27000;18370;CHATEAUMEILLANT;Maison;52;2;812
Vente;35000;18360;SAULZAIS-LE-POTIER;Maison;51;3;294
Vente;35000;18360;SAULZAIS-LE-POTIER;Maison;51;3;252
Vente;46000;18100;VIERZON;Maison;44;3;531
Vente;283000;18570;TROUY;Maison;113;5;933
Vente;146000;18000;BOURGES;Maison;104;5;836
Vente;84000;18000;BOURGES;Maison;72;4;161
Vente;66000;18350;CROISY;Maison;78;3;1110
Vente;328900;18000;BOURGES;Maison;155;5;895
Vente;20000;18100;VIERZON;Maison;49;2;220
Vente;220000;18120;MEREAU;Maison;46;2;834
Vente;220000;18120;MEREAU;Maison;46;2;707
Vente;65000;18200;ORVAL;Maison;84;4;862
Vente;51500;18190;CHATEAUNEUF-SUR-CHER;Maison;70;3;183
Vente;142000;18600;SANCOINS;Maison;108;4;500
Vente;142000;18600;SANCOINS;Maison;108;4;1570
Vente;98000;18500;MARMAGNE;Maison;81;4;500
Vente;98000;18500;MARMAGNE;Maison;81;4;933
Vente;125000;18700;AUBIGNY-SUR-NERE;Maison;88;3;799
Vente;200000;18000;BOURGES;Maison;112;4;271
Vente;455000;18000;BOURGES;Maison;220;7;429
Vente;153400;18000;BOURGES;Maison;99;4;501
Vente;110000;18130;DUN SUR AURON;Maison;74;4;559
Vente;36000;18160;LIGNIERES;Maison;92;5;756
Vente;36000;18160;LIGNIERES;Maison;92;5;283
Vente;138000;18410;BRINON-SUR-SAULDRE;Maison;74;4;1656
Vente;145000;18000;BOURGES;Maison;65;3;455
Vente;67000;18700;AUBIGNY-SUR-NERE;Maison;72;3;344
Vente;106000;18000;BOURGES;Maison;78;4;420
Vente;40000;18350;CORNUSSE;Maison;69;2;393
Vente;69000;18170;IDS-SAINT-ROCH;Maison;105;3;1060
Vente;195000;18500;ALLOUIS;Maison;85;4;800
Vente;20601;18170;IDS-SAINT-ROCH;Maison;51;2;111
Vente;30000;18190;CHATEAUNEUF-SUR-CHER;Maison;24;2;140
Vente;30000;18190;CHATEAUNEUF-SUR-CHER;Maison;58;2;193
Vente;50000;18120;MASSAY;Maison;68;2;833
Vente;110000;18390;SAINT-MICHEL-DE-VOLANGIS;Maison;60;3;690
Vente;86810;18160;SAINT-BAUDEL;Maison;83;3;258
Vente;230000;18000;BOURGES;Maison;114;5;503
Vente;235238;18000;BOURGES;Maison;138;6;1200
Vente;92500;18700;AUBIGNY-SUR-NERE;Maison;84;4;645
Vente;92500;18700;AUBIGNY-SUR-NERE;Maison;84;4;897
Vente;69000;18520;AVORD;Maison;50;3;432
Vente;109000;18130;RAYMOND;Maison;96;5;881
Vente;109000;18130;RAYMOND;Maison;96;5;326
Vente;56000;18190;CHATEAUNEUF-SUR-CHER;Maison;83;2;582
Vente;32000;18190;VENESMES;Maison;62;2;186
Vente;35000;18220;LES AIX D ANGILLON;Maison;95;3;520
Vente;105000;18000;BOURGES;Appartement;60;3;380
Vente;105000;18000;BOURGES;Appartement;110;6;380
Vente;105000;18000;BOURGES;Appartement;110;6;3
Vente;105000;18000;BOURGES;Appartement;60;3;3
Vente;152500;18310;GRACAY;Maison;90;3;2535
Vente;152500;18310;GRACAY;Maison;90;3;6993
Vente;160000;18000;BOURGES;Maison;95;5;468
Vente;126000;18100;VIERZON;Maison;54;3;386
Vente;1200;18190;CHATEAUNEUF-SUR-CHER;Maison;42;3;111
Vente;55000;18170;MAISONNAIS;Maison;60;2;1174
Vente;38000;18190;VALLENAY;Maison;77;4;580
Vente;365000;18700;OIZON;Maison;63;3;4265
Vente;365000;18700;OIZON;Maison;97;4;4265
Vente;100000;18240;BOULLERET;Maison;67;4;500
Vente;100000;18240;BOULLERET;Maison;67;4;939
Vente;140000;18110;SAINT-MARTIN D AUXIGNY;Maison;125;4;344
Vente;37000;18300;MENETREOL-SOUS-SANCERRE;Maison;50;3;182
Vente;82500;18110;SAINT-PALAIS;Maison;125;5;637
Vente;117000;18130;LANTAN;Maison;117;5;300
Vente;80010;18200;SAINT-AMAND-MONTROND;Maison;72;4;637
Vente;216600;18340;PLAIMPIED-GIVAUDINS;Maison;96;4;1952
Vente;216600;18340;PLAIMPIED-GIVAUDINS;Maison;96;4;800
Vente;205000;18110;SAINT-MARTIN D AUXIGNY;Maison;160;5;500
Vente;205000;18110;SAINT-MARTIN D AUXIGNY;Maison;160;5;1002
Vente;190000;18400;SAINT-CAPRAIS;Maison;55;2;874
Vente;190000;18400;SAINT-CAPRAIS;Maison;126;4;874
Vente;120000;18000;BOURGES;Maison;63;4;347
Vente;97000;18000;BOURGES;Maison;54;5;712
Vente;202000;18340;PLAIMPIED-GIVAUDINS;Maison;98;4;687
Vente;218500;18230;SAINT DOULCHARD;Maison;108;5;397
Vente;232000;18000;BOURGES;Maison;103;4;500
Vente;232000;18000;BOURGES;Maison;103;4;519
Vente;118585;18500;ALLOUIS;Maison;68;2;1711
Vente;235000;18500;ALLOUIS;Maison;150;4;1036
Vente;235000;18500;ALLOUIS;Maison;150;4;500
Vente;162000;18100;ST-HILAIRE-DE-COURT;Maison;84;4;827
Vente;66500;18120;QUINCY;Maison;124;5;704
Vente;66500;18120;QUINCY;Maison;118;4;704
Vente;185100;18500;VIGNOUX-SUR-BARANGEON;Maison;140;5;810
Vente;185100;18500;VIGNOUX-SUR-BARANGEON;Maison;140;5;732
Vente;137000;18110;SAINT-MARTIN D AUXIGNY;Maison;97;3;1691
Vente;137000;18110;SAINT-MARTIN D AUXIGNY;Maison;97;3;279
Vente;35000;18110;QUANTILLY;Maison;50;2;400
Vente;60500;18000;BOURGES;Maison;65;4;367
Vente;133000;18390;SAINT-GERMAIN-DU-PUY;Maison;78;4;361
Vente;110000;18130;DUN SUR AURON;Maison;120;4;467
Vente;155000;18200;ORVAL;Maison;150;8;322
Vente;83000;18100;VIERZON;Maison;59;4;502
Vente;97000;18000;BOURGES;Maison;51;3;161
Vente;80000;18150;LA GUERCHE SUR L AUBOIS;Maison;120;4;285
Vente;174000;18400;SAINT-FLORENT-SUR-CHER;Maison;117;6;870
Vente;142000;18200;DREVANT;Maison;107;5;1465
Vente;34000;18160;LIGNIERES;Maison;80;3;68
Vente;99000;18200;SAINT-AMAND-MONTROND;Maison;75;4;350
Vente;235000;18000;BOURGES;Appartement;17;1;104
Vente;235000;18000;BOURGES;Appartement;42;2;104
Vente;235000;18000;BOURGES;Appartement;37;2;104
Vente;89690;18000;BOURGES;Maison;65;3;444
Vente;126000;18300;FEUX;Maison;161;7;1008
Vente;163000;18390;SAINT-GERMAIN-DU-PUY;Maison;104;4;423
Vente;135000;18100;VIERZON;Maison;73;4;600
Vente;71000;18130;DUN SUR AURON;Maison;64;3;35
Vente;80000;18360;SAULZAIS-LE-POTIER;Maison;121;4;2485
Vente;80000;18360;SAULZAIS-LE-POTIER;Maison;121;4;10348
Vente;167500;18300;SANCERRE;Maison;124;6;128
Vente;160000;18200;SAINT-AMAND-MONTROND;Maison;74;2;2112
Vente;160000;18200;SAINT-AMAND-MONTROND;Maison;74;2;500
Vente;120000;18700;OIZON;Maison;24;1;5148
Vente;120000;18700;OIZON;Maison;24;1;30
Vente;120000;18700;OIZON;Maison;24;1;4972
Vente;160000;18100;VIERZON;Appartement;84;4;401
Vente;160000;18100;VIERZON;Appartement;82;4;401
Vente;160000;18100;VIERZON;Appartement;73;4;401
Vente;17500;18600;MORNAY-SUR-ALLIER;Maison;41;2;183
Vente;191500;18390;SAINT-MICHEL-DE-VOLANGIS;Maison;120;5;1353
Vente;191500;18390;SAINT-MICHEL-DE-VOLANGIS;Maison;120;5;2706
Vente;244000;18240;SAVIGNY-EN-SANCERRE;Maison;149;6;652
Vente;244000;18240;SAVIGNY-EN-SANCERRE;Maison;149;6;1164
Vente;152570;18210;CHARENTON-DU-CHER;Maison;50;2;586
Vente;152570;18210;CHARENTON-DU-CHER;Maison;30;1;586
Vente;80000;18260;VAILLY-SUR-SAULDRE;Maison;135;5;649
Vente;80000;18260;VAILLY-SUR-SAULDRE;Maison;135;5;172
Vente;80000;18260;VAILLY-SUR-SAULDRE;Maison;135;5;648
Vente;331000;18100;VIERZON;Maison;191;6;2508
Vente;331000;18100;VIERZON;Maison;191;6;500
Vente;47000;18600;SANCOINS;Maison;59;4;436
Vente;225000;18700;AUBIGNY-SUR-NERE;Appartement;68;4;1500
Vente;225000;18700;AUBIGNY-SUR-NERE;Appartement;41;2;1500
Vente;225000;18700;AUBIGNY-SUR-NERE;Appartement;74;4;1500
Vente;225000;18700;AUBIGNY-SUR-NERE;Appartement;73;4;1500
Vente;225000;18700;AUBIGNY-SUR-NERE;Appartement;70;4;1500
Vente;40000;18110;SAINT-PALAIS;Maison;60;3;396
Vente;10000;18310;NOHANT-EN-GRACAY;Maison;15;1;19
Vente;165000;18340;SENNECAY;Maison;103;5;1047
Vente;219000;18320;JOUET-SUR-L AUBOIS;Maison;118;5;903
Vente;120200;18000;BOURGES;Maison;77;3;237
Vente;120000;18320;JOUET-SUR-L AUBOIS;Maison;62;3;345
Vente;120000;18320;JOUET-SUR-L AUBOIS;Maison;62;3;655
Vente;83000;18330;NEUVY-SUR-BARANGEON;Maison;40;3;783
Vente;130000;18310;SAINT-OUTRILLE;Maison;135;4;790
Vente;130000;18310;SAINT-OUTRILLE;Maison;135;4;1532
Vente;174700;18570;LA CHAPELLE SAINT URSIN;Maison;89;5;863
Vente;60000;18160;SAINT-HILAIRE-EN-LIGNIERES;Maison;77;2;1460
Vente;89000;18300;SAINT-SATUR;Maison;120;5;392
Vente;107000;18340;LEVET;Maison;69;4;585
Vente;43000;18000;BOURGES;Maison;26;1;32
Vente;71000;18260;ASSIGNY;Maison;49;3;2342
Vente;71000;18260;ASSIGNY;Maison;49;3;215
Vente;71000;18260;ASSIGNY;Maison;49;3;1216
Vente;160000;18260;SUBLIGNY;Maison;135;5;471
Vente;160000;18260;SUBLIGNY;Maison;135;5;1000
Vente;110000;18100;VIERZON;Maison;93;4;398
Vente;126000;18500;MARMAGNE;Maison;72;4;513
Vente;97000;18110;VIGNOUX-SOUS-LES-AIX;Maison;89;4;292
Vente;110000;18100;VIERZON;Maison;120;4;487
Vente;36000;18140;CHAUMOUX-MARCILLY;Maison;62;3;389
Vente;50000;18300;SANCERRE;Appartement;90;3;329
Vente;95000;18160;CHEZAL-BENOIT;Maison;76;4;1039
Vente;50000;18270;REIGNY;Maison;70;5;1130
Vente;50000;18270;REIGNY;Maison;70;5;10670
Vente;130000;18600;SANCOINS;Maison;162;6;700
Vente;130000;18600;SANCOINS;Maison;162;6;2550
Vente;57500;18140;JUSSY-LE-CHAUDRIER;Maison;90;3;90
Vente;147590;18100;VIERZON;Maison;82;3;940
Vente;190535;18500;MEHUN-SUR-YEVRE;Maison;93;7;434
Vente;80000;18100;VIERZON;Maison;72;4;575
Vente;80000;18100;VIERZON;Maison;72;4;712
Vente;225000;18110;SAINT-MARTIN D AUXIGNY;Maison;172;5;780
Vente;225000;18110;SAINT-MARTIN D AUXIGNY;Maison;172;5;1340
Vente;154000;18100;VIERZON;Maison;90;4;900
Vente;216000;18100;VIERZON;Maison;245;7;1330
Vente;216000;18100;VIERZON;Maison;245;7;2120
Vente;70000;18150;LA GUERCHE SUR L AUBOIS;Maison;90;4;444
Vente;207000;18110;VIGNOUX-SOUS-LES-AIX;Maison;196;8;1304
Vente;207000;18110;VIGNOUX-SOUS-LES-AIX;Maison;196;8;1340
Vente;100000;18100;VIERZON;Maison;120;5;696
Vente;100000;18100;VIERZON;Maison;120;5;248
Vente;125000;18500;MEHUN-SUR-YEVRE;Maison;67;3;369
Vente;31400;18140;SANCERGUES;Maison;111;6;610
Vente;106000;18200;ORVAL;Maison;91;4;500
Vente;106000;18200;ORVAL;Maison;91;4;570
Vente;47000;18140;SAINT-LEGER-LE-PETIT;Maison;107;5;1980
Vente;46000;18200;BRUERE-ALLICHAMPS;Maison;40;2;153
Vente;80000;18320;JOUET-SUR-L AUBOIS;Maison;83;5;90
Vente;80000;18320;JOUET-SUR-L AUBOIS;Maison;83;5;423
Vente;66000;18300;SAINT-SATUR;Maison;64;4;891
Vente;85000;18320;MARSEILLES-LES-AUBIGNY;Maison;72;4;289
Vente;85000;18320;MARSEILLES-LES-AUBIGNY;Maison;72;4;693
Vente;272000;18000;BOURGES;Maison;84;5;70
Vente;272000;18000;BOURGES;Maison;84;5;238
Vente;180000;18000;BOURGES;Maison;78;4;433
Vente;141000;18200;SAINT-AMAND-MONTROND;Maison;95;4;757
Vente;60000;18130;JUSSY-CHAMPAGNE;Maison;87;5;603
Vente;60000;18130;JUSSY-CHAMPAGNE;Maison;87;5;401
Vente;255000;18390;SAVIGNY-EN-SEPTAINE;Maison;130;4;1245
Vente;126000;18390;SAINT-GERMAIN-DU-PUY;Maison;92;5;511
Vente;127000;18250;HENRICHEMONT;Maison;155;9;155
Vente;121151;18330;SAINT-LAURENT;Maison;113;3;859
Vente;121151;18330;SAINT-LAURENT;Maison;113;3;400
Vente;190000;18340;CROSSES;Maison;151;6;480
Vente;118000;18500;MEHUN-SUR-YEVRE;Maison;73;3;14
Vente;45000;18200;SAINT-AMAND-MONTROND;Maison;92;5;157
Vente;220000;18300;BANNAY;Maison;105;4;604
Vente;220000;18300;BANNAY;Maison;105;4;1000
Vente;145000;18300;COUARGUES;Maison;85;5;643
Vente;170000;18100;MERY-SUR-CHER;Maison;112;4;2250
Vente;170000;18100;MERY-SUR-CHER;Maison;112;4;8030
Vente;221700;18500;MEHUN-SUR-YEVRE;Maison;137;6;644
Vente;221700;18500;MEHUN-SUR-YEVRE;Maison;137;6;500
Vente;110000;18000;BOURGES;Maison;89;4;494
Vente;109000;18000;BOURGES;Maison;81;4;526
Vente;5000;18130;RAYMOND;Maison;50;2;86
Vente;66000;18100;VIERZON;Maison;71;4;852
Vente;41000;18200;ORVAL;Maison;67;3;331
Vente;156000;18360;SAULZAIS-LE-POTIER;Maison;48;2;930
Vente;156000;18360;SAULZAIS-LE-POTIER;Maison;50;2;930
Vente;68000;18400;SAINT-FLORENT-SUR-CHER;Maison;45;3;406
Vente;300000;18700;AUBIGNY-SUR-NERE;Maison;139;5;602
Vente;300000;18700;AUBIGNY-SUR-NERE;Maison;139;5;500
Vente;10000;18360;SAULZAIS-LE-POTIER;Maison;22;1;683
Vente;140000;18500;VIGNOUX-SUR-BARANGEON;Maison;118;5;261
Vente;130000;18140;LA CHAPELLE-MONTLINARD;Maison;114;4;2705
Vente;130000;18140;LA CHAPELLE-MONTLINARD;Maison;114;4;179
Vente;225000;18500;MARMAGNE;Maison;94;4;1019
Vente;225000;18500;MARMAGNE;Maison;94;4;500
Vente;130000;18110;ALLOGNY;Maison;70;3;296
Vente;143000;18500;MEHUN-SUR-YEVRE;Maison;74;3;1015
Vente;185000;18290;CIVRAY;Maison;87;3;1000
Vente;185000;18290;CIVRAY;Maison;87;3;500
Vente;42667;18400;SAINT-FLORENT-SUR-CHER;Maison;66;2;170
Vente;1500000;18300;JALOGNES;Maison;88;1;255
Vente;210000;18410;CLEMONT;Maison;120;4;547
Vente;80000;18140;COUY;Maison;120;3;704
Vente;102000;18520;BENGY-SUR-CRAON;Maison;80;2;404
Vente;25500;18140;GROISES;Maison;35;2;87
Vente;40000;18200;LA CELLE;Appartement;32;2;160
Vente;40000;18200;LA CELLE;Appartement;19;1;160
Vente;260000;18500;VIGNOUX-SUR-BARANGEON;Maison;200;7;829
Vente;87010;18160;LIGNIERES;Maison;98;3;114
Vente;170000;18160;LIGNIERES;Maison;66;4;646
Vente;170000;18160;LIGNIERES;Maison;53;2;3717
Vente;53500;18140;HERRY;Maison;86;2;215
Vente;70000;18100;VIERZON;Maison;78;5;391
Vente;70000;18100;VIERZON;Maison;78;5;380
Vente;78000;18260;LE NOYER;Maison;38;1;32
Vente;78000;18260;LE NOYER;Maison;38;1;500
Vente;78000;18260;LE NOYER;Maison;38;1;3592
Vente;80000;18200;SAINT-AMAND-MONTROND;Maison;92;5;390
Vente;123000;18500;MEHUN-SUR-YEVRE;Maison;81;5;470
Vente;190000;18110;ALLOGNY;Maison;102;4;660
Vente;16773,25;18240;SURY-PRES-LERE;Maison;95;5;327
Vente;59500;18150;CUFFY;Maison;61;2;298
Vente;50000;18300;SENS-BEAUJEU;Maison;77;3;63
Vente;86464;18170;LE CHATELET;Maison;170;8;580
Vente;235600;18340;PLAIMPIED-GIVAUDINS;Maison;125;5;500
Vente;235600;18340;PLAIMPIED-GIVAUDINS;Maison;125;5;2349
Vente;120000;18190;UZAY-LE-VENON;Maison;139;4;1720
Vente;120000;18190;UZAY-LE-VENON;Maison;139;4;460
Vente;73550;18200;SAINT-AMAND-MONTROND;Maison;68;4;869
Vente;173000;18200;SAINT-AMAND-MONTROND;Maison;126;6;716
Vente;70000;18200;ORVAL;Maison;70;4;402
Vente;156750;18200;DREVANT;Maison;73;4;1275
Vente;156750;18200;DREVANT;Maison;73;4;933
Vente;326850;18340;SAINT-JUST;Maison;160;5;768
Vente;326850;18340;SAINT-JUST;Maison;160;5;500
Vente;275000;18000;BOURGES;Maison;72;4;173
Vente;287350;18230;SAINT DOULCHARD;Maison;179;5;4609
Vente;287350;18230;SAINT DOULCHARD;Maison;179;5;900
Vente;122000;18340;LEVET;Maison;68;4;239
Vente;122000;18340;LEVET;Maison;68;4;523
Vente;105000;18340;PLAIMPIED-GIVAUDINS;Maison;70;2;341
Vente;74000;18000;BOURGES;Maison;98;4;153
Vente;72000;18320;JOUET-SUR-L AUBOIS;Maison;62;3;428
Vente;270000;18230;SAINT DOULCHARD;Appartement;39;2;2901
Vente;270000;18230;SAINT DOULCHARD;Appartement;53;2;2901
Vente;270000;18230;SAINT DOULCHARD;Appartement;34;2;2901
Vente;270000;18230;SAINT DOULCHARD;Appartement;44;2;2901
